,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
6347,55,Daisy Road,Graeme,Thorpe,44,Husband,Married,Male,Immunologist,None,None
6348,56,Daisy Road,Kate,Harrison,79,Head,Divorced,Female,"Retired Psychotherapist, dance movement",None,Christian
6349,57,Daisy Road,Donna,Cross,39,Head,Divorced,Female,Nutritional therapist,None,None
6350,57,Daisy Road,Allan,Cooper,22,Sibling,Single,Male,University Student,None,None
6351,58,Daisy Road,Sheila,Smith,83,Head,Married,Female,Retired Police officer,None,Methodist
6352,58,Daisy Road,Cameron,Smith,85,Husband,Married,Male,Retired Fashion designer,None,Methodist
6353,59,Daisy Road,Christian,Chambers,101,Head,Married,male,Retired Network engineer,None,Christian
6354,59,Daisy Road,Susan,Chambers,93,Wife,Married,Female,Retired Arboriculturist,None,Christian
6355,60,Daisy Road,Jane,Jenkins,51,Head,Married,Female,Unemployed,None,None
6356,60,Daisy Road,Terence,Jenkins,52,Husband,Married,Male,Product/process development scientist,None,None
6357,60,Daisy Road,Karen,Jenkins,33,Daughter,Single,Female,Web designer,None,None
6358,61,Daisy Road,Joe,Davies,24,Head,Single,Male,Nutritional therapist,None,None
6359,62,Daisy Road,Jason,Lucas,60,Head,Single,Male,Arboriculturist,None,None
6360,63,Daisy Road,Carole,Parkinson,53,Head,Single,Female,Aid worker,None,Methodist
6361,64,Daisy Road,Kirsty,Watson,44,Head,Single,Female,Electronics engineer,None,Catholic
6362,65,Daisy Road,Jennifer,Gill,60,Head,Single,female,Unemployed,None,Christian
6363,66,Daisy Road,Craig,Nelson,28,Head,Married,Male,"Therapist, music",None,None
6364,66,Daisy Road,Suzanne,Nelson,24,Wife,Married,Female,"Teacher, special educational needs",None,None
6365,67,Daisy Road,Gareth,Brown,39,Head,Single,Male,Paediatric nurse, ,Christian
6366,68,Daisy Road,Gavin,Evans,34,Head,Married,Male,General practice doctor,None,None
6367,68,Daisy Road,Patricia,Evans,29,Wife,Married,Female,Licensed conveyancer,None,None
6368,69,Daisy Road,Ellie,Phillips,40,Head,Single,Female,English as a second language teacher,None,Methodist
6369,70,Daisy Road,James,Wong,18,Head,Single,Male,Student,None,NA
6370,70,Daisy Road,Kyle,James,53,None,Single,Male,Chief Operating Officer,None,Christian
6371,70,Daisy Road,Eric,Baker,41,None,Single,Male,Clinical research associate,None,None
6372,71,Daisy Road,Leslie,Brown,27,Head,Divorced,Male,Animal nutritionist,None,Catholic
6373,72,Daisy Road,Elizabeth,Doyle,34,Head,Married,Female,Arts development officer,None,Catholic
6374,72,Daisy Road,Paul,Doyle,39,Husband,Married,Male,"Engineer, chemical",None,None
6375,72,Daisy Road,Liam,Doyle,13,Son,NA,Male,Student,None,NA
6376,73,Daisy Road,Laura,Gough,52,Head,Widowed,Female,"Designer, textile",None,None
6377,73,Daisy Road,Abbie,Gough,19,Daughter,Single,Female,English as a second language teacher,None,None
6378,73,Daisy Road,Victor,Gough,18,Son,Single,Male,Student,None,None
6379,74,Daisy Road,Danielle,Shah,32,Head,Single,Female,Medical technical officer,None,Catholic
6380,74,Daisy Road,Victoria,Smith-Shah,4,Daughter,NA,Female,Child,None,NA
6381,74,Daisy Road,Bruce,Smith-Shah,3,Son,NA,Male,Child,None,NA
6382,75,Daisy Road,Malcolm,Wheeler,32,Head,Divorced,Male,"Education officer, community",None,Sikh
6383,75,Daisy Road,Shirley,Wheeler,1,Daughter,NA,Female,Child,None,NA
6384,75,Daisy Road,Carl,Bell,58,Lodger,Single,Male,Brewing technologist,None,None
6385,76,Daisy Road,Abbie,Singh,27,Head,Divorced,Female,Equities trader,None,None
6386,77,Daisy Road,Susan,Naylor,46,Head,Single,Female,Stage manager,None,Catholic
6387,78,Daisy Road,Toby,Brown,22,Head,Married,Male,University Student,None,Catholic
6388,78,Daisy Road,Helen,Brown,22,Wife,Married,Female,University Student,None,Catholic
6389,78,Daisy Road,Mohammed,Brown,6,Son,NA,Male,Student,None,NA
6390,79,Daisy Road,Malcolm,Sutton,81,Head,Single,Male,Retired Financial risk analyst,None,Christian
6391,80,Daisy Road,Joseph,O'Neill,40,Head,Single,Male,"Runner, broadcasting/film/video",None,Christian
6392,81,Daisy Road,Claire,Baker,71,Head,Married,Female,Retired Minerals surveyor,None,Christian
6393,81,Daisy Road,Shane,Baker,75,Husband,Married,Male,Retired Passenger transport manager,None,Christian
6394,82,Daisy Road,Leanne,Anderson,45,Head,Single,Female,Analytical chemist,None,Christian
6395,83,Daisy Road,Samantha,Tyler,36,Head,Single,Female,Dance movement psychotherapist,None,Christian
6396,84,Daisy Road,Lawrence,Shaw,79,Head,Widowed,Male,Retired Advertising art director,None,Christian
6397,85,Daisy Road,Alice,Wilson,40,Head,Single,Female,Biomedical engineer,None,None
6398,86,Daisy Road,Marilyn,Morris,82,Head,Divorced,Female,Retired Physiotherapist,None,Methodist
6399,87,Daisy Road,Beth,Brown,69,Head,Widowed,Female,"Retired Scientist, marine",None,Catholic
6400,88,Daisy Road,Sally,Reid,20,Head,Single,Female,University Student,None,None
6401,89,Daisy Road,James,Moss,79,Head,Widowed,Male,Retired Furniture conservator/restorer,None,Christian
6402,90,Daisy Road,Kyle,Jones,27,Head,Single,Male,Management consultant,None,Christian
6403,91,Daisy Road,Aimee,Hall,84,Head,Widowed,Female,Retired Land,None,Methodist
6404,92,Daisy Road,Irene,Dodd,39,Head,Single,Female,Audiological scientist,None,Christian
6405,93,Daisy Road,Yvonne,Harris,49,Head,Single,Female,Unemployed,None,Catholic
6406,93,Daisy Road,Jacob,Harris,23,Son,Single,Male,Field seismologist,None,Catholic
6407,94,Daisy Road,Paula,Griffiths,29,Head,Married,Female,Economist,None,None
6408,94,Daisy Road,Aaron,Griffiths,29,Husband,Married,Male,Media buyer,None,None
6409,95,Daisy Road,Tracy,Stevens,29,Head,Single,Female,PhD Student,None,Catholic
6410,95,Daisy Road,Antony,Collins,19,None,Single,Male,University Student,None,None
6411,96,Daisy Road,Frances,Griffiths,55,Head,Single,Female,Architect,None,Christian
6412,96,Daisy Road,Elizabeth,Griffiths,30,Daughter,Single,Female,Furniture conservator/restorer,None,Christian
6413,97,Daisy Road,Mandy,Patel,47,Head,Married,Female,Artist,None,None
6414,97,Daisy Road,Alex,Patel,48,Husband,Married,Male,Archivist,None,None
6415,97,Daisy Road,Lynda,Patel,14,Daughter,NA,Female,Student,None,NA
6416,98,Daisy Road,Gerald,Davies,21,Head,Divorced,Male,University Student,None,Muslim
6417,99,Daisy Road,Raymond,Walker,60,Head,Married,Male,Ambulance person,None,Christian
6418,99,Daisy Road,Julia,Walker,61,Wife,Married,Female,Accommodation manager,None,Christian
6419,100,Daisy Road,Katy,Willis,26,Head,Single,Female,"Psychologist, prison and probation services",None,Catholic
6420,101,Daisy Road,Lauren,Hughes,35,Head,Divorced,Female,Gaffer,None,Catholic
6421,101,Daisy Road,Paige,Hughes,13,Daughter,NA,Female,Student,None,NA
6422,102,Daisy Road,Jacqueline,Brooks,31,Head,Married,Female,"Social research officer, government",None,Methodist
6423,102,Daisy Road,Martyn,Brooks,30,Husband,Married,Male,"Engineer, civil (contracting)",None,Methodist
6424,102,Daisy Road,Kate,Brooks,3,Daughter,NA,Female,Child,None,NA
6425,103,Daisy Road,Lesley,Scott,75,Head,Married,Female,Retired Ecologist,None,Christian
6426,103,Daisy Road,Ricky,Scott,76,Husband,Married,male,Retired Best boy,None,Christian
6427,104,Daisy Road,Beth,Bell,25,Head,Single,Female,Call centre manager,None,None
6428,105,Daisy Road,Natalie,Davis,71,Head,Married,Female,"Retired Engineer, control and instrumentation",None,Christian
6429,105,Daisy Road,Graeme,Davis,77,Husband,Married,male,Retired Theatre manager,None,Christian
6430,106,Daisy Road,Maria,Smith,86,Head,Divorced,Female,Retired Medical technical officer,None,Christian
6431,107,Daisy Road,Raymond,Moore,62,Head,Single,Male,Set designer,None,Christian
6432,107,Daisy Road,Sean,Cook,30,None,Single,Male,Chief Financial Officer,None,None
6433,108,Daisy Road,Shirley,Turner,23,Head,Divorced,Female,"Research officer, trade union",None,None
6434,109,Daisy Road,Samuel,Kent,62,Head,Single,Male,Unemployed,None,None
6435,110,Daisy Road,Bethany,Page,26,Head,Married,Female,Cartographer,None,None
6436,110,Daisy Road,Donald,Page,28,Husband,Married,Male,Archivist,None,None
6437,111,Daisy Road,Maria,Harris,53,Head,Single,Female,"Designer, exhibition/display",None,Christian
6438,111,Daisy Road,Frank,Perkins,55,Partner,Single,Male,Unemployed,None,Christian
6439,111,Daisy Road,Judith,Chapman,12,Daughter,NA,Female,Student,None,NA
6440,112,Daisy Road,Brenda,Parsons,35,Head,Single,Female,"Therapist, nutritional",None,Christian
6441,113,Daisy Road,Callum,Middleton,57,Head,Single,Male,Multimedia specialist,None,Catholic
6442,114,Daisy Road,Marion,Khan,54,Head,Single,Female,Graphic designer,None,Christian
6443,115,Daisy Road,Linda,Russell,18,Head,Single,Female,Student,None,NA
6444,115,Daisy Road,Robert,Harper,20,Partner,Single,Male,University Student,None,NA
6445,116,Daisy Road,Olivia,Patel,79,Head,Divorced,Female,Retired Commissioning editor,None,None
6446,117,Daisy Road,Christian,Frost,36,Head,Single,Male,Systems analyst,None,None
6447,117,Daisy Road,Nigel,Harding,21,None,Single,Male,University Student,Blind,Catholic
6448,117,Daisy Road,Angela,Giles,54,None,Single,Female,"Scientist, research (physical sciences)",None,None
6449,118,Daisy Road,Chelsea,Howard,76,Head,Widowed,Female,Retired Conference centre manager,None,Christian
6450,119,Daisy Road,Fiona,Watts,60,Head,Single,Female,Legal secretary,None,None
6451,120,Daisy Road,Robin,Holmes,55,Head,Single,Male,"Nurse, mental health",None,Christian
6452,121,Daisy Road,Paige,Ashton,85,Head,Divorced,female,"Retired Administrator, local government",None,Methodist
6453,122,Daisy Road,Julia,Pritchard,55,Head,Married,Female,Hospital pharmacist,None,None
6454,122,Daisy Road,Frank,Pritchard,57,Husband,Married,Male,Community pharmacist,None,None
6455,122,Daisy Road,Aimee,Pritchard,17,Daughter,NA,Female,Student,None,NA
6456,123,Daisy Road,Billy,Hanson,91,Head,Married,Male,Retired Medical physicist,None,Catholic
6457,123,Daisy Road,Alison,Hanson,97,Wife,Married,Female,Retired Visual merchandiser,None,Catholic
6458,124,Daisy Road,Marilyn,Stewart,64,Head,Single,Female,Engineering geologist,None,None
6459,125,Daisy Road,Wendy,Murray,46,Head,Single,Female,Unemployed,None,Methodist
6460,125,Daisy Road,Ross,Murray,9,Son,NA,Male,Student,None,NA
6461,126,Daisy Road,Grace,Wilkinson,43,Head,Single,Female,Control and instrumentation engineer,None,Catholic
6462,126,Daisy Road,Suzanne,Wilkinson,45,Cousin,Divorced,Female,Accommodation manager,None,None
6463,127,Daisy Road,Jennifer,Howard,37,Head,Single,Female,Restaurant manager,None,None
6464,127,Daisy Road,Anthony,Howard,13,Son,NA,Male,Student,None,NA
6465,128,Daisy Road,Kerry,Owen,56,Head,Divorced,Female,Unemployed,None,None
6466,128,Daisy Road,Colin,Owen,15,Son,NA,m,Student,None,NA
6467,128,Daisy Road,Henry,Owen,14,Son,NA,Male,Student,None,NA
6468,128,Daisy Road,Ashleigh,Owen,14,Daughter,NA,Female,Student,None,NA
6469,129,Daisy Road,Molly,Wood,46,Head,Widowed,Female,"Scientist, research (medical)",None,Catholic
6470,129,Daisy Road,Carol,Wood,1,Daughter,NA,Female,Child,None,NA
6471,130,Daisy Road,Sally,Hussain,24,Head,Single,Female,"Engineer, site",None,Catholic
6472,131,Daisy Road,Annette,Chamberlain,59,Head,Single,Female,Translator,None,Christian
6473,132,Daisy Road,Francis,Bell,56,Head,Divorced,Male,"Engineer, control and instrumentation",None,None
6474,133,Daisy Road,Craig,Blackburn,71,Head,Single,Male,Retired Scientific laboratory technician,None,Christian
6475,134,Daisy Road,Chloe,Coates,43,Head,Divorced,Female,"Radiographer, therapeutic",None,Christian
6476,134,Daisy Road,Adrian,Coates,21,Son,Divorced,Male,University Student,None,Christian
6477,135,Daisy Road,Judith,Williamson,15,Head,Married,Female,Student,None,NA
6478,135,Daisy Road,Jacob,Williamson,19,Husband,Married,male,University Student,None,NA
6479,135,Daisy Road,Gregory,Williamson,0,Adopted Son,NA,Male,Child,None,NA
6480,136,Daisy Road,Steven,Watson,54,Head,Single,Male,Print production planner,None,Christian
6481,137,Daisy Road,Pamela,Burton,67,Head,Single,Female,Clothing/textile technologist,None,Methodist
6482,138,Daisy Road,Susan,Robertson,71,Head,Divorced,Female,Retired Accommodation manager,None,Christian
6483,139,Daisy Road,Clive,Davison,35,Head,Divorced,Male,Unemployed,None,Christian
6484,140,Daisy Road,Leslie,Humphreys,60,Head,Single,Male,Race relations officer,None,Christian
6485,141,Daisy Road,Jeffrey,Spencer,26,Head,Single,Male,Armed forces logistics/support/administrative officer,None,None
6486,142,Daisy Road,Sophie,Cole,63,Head,Married,Female,Civil Service fast streamer,None,Christian
6487,142,Daisy Road,Jason,Cole,62,Husband,Married,Male,Unemployed,None,Christian
6488,142,Daisy Road,Ruth,Cole,39,Daughter,Single,Female,"Nurse, learning disability",None,Christian
6489,143,Daisy Road,Sylvia,Smith,67,Head,Divorced,Female,Local government officer,None,None
6490,144,Daisy Road,Georgia,Burton,53,Head,Single,Female,Sales executive,None,None
6491,145,Daisy Road,Glenn,Coles,51,Head,Single,Male,Chief Marketing Officer,None,Christian
6492,146,Daisy Road,Duncan,Graham,26,Head,Single,Male,Clinical embryologist,None,Sikh
6493,147,Daisy Road,Karl,Thomas,78,Head,Divorced,Male,Retired Research scientist (physical sciences),None,None
6494,148,Daisy Road,Raymond,Clayton,32,Head,Married,Male,Town planner,None,None
6495,148,Daisy Road,Catherine,Clayton,25,Wife,Married,Female,Agricultural consultant,None,None
6496,149,Daisy Road,Yvonne,Vincent,36,Head,Married,Female,Mechanical engineer,None,Catholic
6497,149,Daisy Road,Stewart,Welch,40,Husband,Married,Male,Museum/gallery conservator,None,None
6498,149,Daisy Road,Bethan,Vincent,4,Daughter,NA,Female,Child,None,NA
6499,150,Daisy Road,Dylan,Bartlett,64,Head,Single,Male,Transport planner,None,Christian
6500,151,Daisy Road,Andrea,Parker,26,Head,Married,Female,Illustrator,None,None
6501,151,Daisy Road,Sean,Parker,31,Husband,Married,Male,Dealer,None,None
6502,152,Daisy Road,Chelsea,Griffiths,21,Head,Single,Female,University Student,None,None
6503,152,Daisy Road,Katherine,Mason,49,None,Single,Female,Unemployed,None,None
6504,152,Daisy Road,Ryan,Cole,25,None,Single,Male,Tourist information centre manager,None,None
6505,152,Daisy Road,Lesley,Arnold,51,None,Single,Female,Unemployed,None,None
6506,153,Daisy Road,Rebecca,Evans,38,Head,Single,Female,Unemployed,None,None
6507,153,Daisy Road,Lynda,Evans,3,Daughter,NA,Female,Child,None,NA
6508,154,Daisy Road,Rosemary,Curtis,26,Head,Single,Female,Clinical molecular geneticist,None,Catholic
6509,155,Daisy Road,Bradley,Roberts,84,Head,Widowed,Male,"Retired Secretary, company",None,Christian
6510,156,Daisy Road,Lorraine,Heath,55,Head,Single,Female,Secretary/administrator,None,Christian
6511,156,Daisy Road,Jay,Heath,23,Son,Single,Male,Chief Financial Officer,None,Christian
6512,157,Daisy Road,Alex,Pearson,69,Head,Divorced,Male,"Retired Engineer, structural",None,None
6513,158,Daisy Road,Mandy,Hawkins,31,Head,Single,Female,Osteopath,None,Jewish
6514,159,Daisy Road,Abigail,Mills,65,Head,Widowed,Female,Unemployed,None,Christian
6515,160,Daisy Road,Lucy,Burns,71,Head,Married,Female,"Retired Conservation officer, nature",None,None
6516,160,Daisy Road,Lee,Burns,70,Husband,Married,Male,Retired Television/film/video producer,None,None
6517,161,Daisy Road,Sean,Ball,92,Head,Widowed,Male,Retired English as a foreign language teacher,None,Christian
6518,162,Daisy Road,Leon,Rice,50,Head,Single,Male,Broadcast presenter,None,Catholic
6519,162,Daisy Road,Darren,Rice,60,Cousin,Single,Male,"Engineer, electronics",None,None
6520,163,Daisy Road,Wendy,Turner,47,Head,Single,Female,Surgeon,None,Christian
6521,164,Daisy Road,Jessica,Parkinson,84,Head,Widowed,Female,Retired Advertising account planner,None,Christian
6522,165,Daisy Road,Tina,Richardson,43,Head,Married,Female,"Scientist, audiological",None,Christian
6523,165,Daisy Road,Mohammad,Richardson,45,Husband,Married,Male,Data processing manager,None,Christian
6524,166,Daisy Road,Sam,Ward,69,Head,Widowed,Male,"Retired Therapist, music",None,Christian
6525,167,Daisy Road,Maureen,Rogers,20,Head,Divorced,Female,University Student,None,None
6526,168,Daisy Road,Gillian,Young,66,Head,Widowed,Female,"Buyer, retail",None,Christian
6527,169,Daisy Road,Carole,Fox,58,Head,Married,Female,Catering manager,None,Jewish
6528,169,Daisy Road,Andrew,Fox,61,Husband,Married,Male,Cabin crew,Disabled,None
6529,169,Daisy Road,Chelsea,Fox,15,Daughter,NA,Female,Student,None,NA
6530,170,Daisy Road,Christine,Foster,61,Head,Married,Female,Secretary/administrator,None,Catholic
6531,170,Daisy Road,Charlie,Foster,61,Husband,Married,Male,Unemployed,None,Catholic
6532,170,Daisy Road,Simon,Foster,27,Son,Single,Male,"Psychologist, occupational",None,None
6533,171,Daisy Road,Annette,Stanley,43,Head,Single,Female,Unemployed,None,Christian
6534,171,Daisy Road,Alex,Stanley,15,Son,NA,male,Student,None,NA
6535,172,Daisy Road,Ross,Perkins,58,Head,Single,Male,Legal secretary,None,Christian
6536,173,Daisy Road,Josephine,Ali,74,Head,Married,Female,"Retired Scientist, clinical (histocompatibility and immunogenetics)",None,Catholic
6537,173,Daisy Road,Gareth,Ali,78,Husband,Married,Male,Retired Recycling officer,None,None
6538,174,Daisy Road,Joshua,Hyde,40,Head,Single,Male,Theatre director,None,Christian
6539,175,Daisy Road,Suzanne,Brookes,46,Head,Single,Female,"Surveyor, hydrographic",None,Catholic
6540,175,Daisy Road,Ross,Evans,45,Partner,Single,Male,TEFL teacher,None,Catholic
6541,175,Daisy Road,Danielle,Brookes,17,Daughter,NA,Female,Student,None,NA
6542,176,Daisy Road,Nicholas,Noble,71,Head,Widowed,Male,"Retired Surveyor, insurance",None,Catholic
6543,177,Daisy Road,John,Walker,38,Head,Married,Male,"Engineer, petroleum",None,None
6544,177,Daisy Road,Denise,Walker,34,Wife,Married,Female,Land/geomatics surveyor,None,None
6545,178,Daisy Road,Sarah,Wallace,63,Head,Single,Female,"Research officer, government",None,Methodist
6546,178,Daisy Road,Irene,Wallace,6,Granddaughter,NA,Female,Student,None,NA
6547,179,Daisy Road,Pamela,Hawkins,20,Head,Married,Female,English as a second language teacher,None,None
6548,179,Daisy Road,Albert,Hawkins,23,Husband,Married,Male,Recruitment consultant,None,None
6549,180,Daisy Road,Mark,Barker,25,Head,Divorced,Male,"Engineer, structural",None,Muslim
